Generation,Mean_Fitness,Mean_BaseRate,Mean_KinChange,Mean_CoopChange,Mean_DefectChange,Mean_GroupChange,SD_Fitness,SD_BaseRate,SD_KinChange,SD_CoopChange,SD_DefectChange,SD_GroupChange
166,136.31,-0.3777,-0.09,-0.2892,-0.0866,0.1428,33.7637956989,0.470003946792,0.444666166916,0.600790612443,0.491148083576,0.585587021714
167,130.3,-0.4525,-0.0801,-0.3227,-0.1217,0.0842,31.920369672,0.426212095089,0.461587467334,0.572847021464,0.525847991344,0.589126777528
168,141.81,-0.3264,-0.0634,-0.32,-0.1826,0.1217,46.7821963999,0.498657236987,0.489753448176,0.581394874418,0.540143721615,0.596343952766
169,133.35,-0.2789,-0.1248,-0.1726,-0.1878,0.1014,32.1528770097,0.484030773815,0.473823764706,0.633963121956,0.525483739044,0.599938363501
170,128.66,-0.294,-0.1245,-0.1714,-0.1869,0.1194,29.7698572385,0.507501724135,0.439573372715,0.630815377111,0.484810674387,0.540323643754
171,124.8,-0.2971,-0.1461,-0.2048,-0.2612,0.1261,27.9191690421,0.449905089991,0.43093362598,0.668106997419,0.518259162968,0.522043858311
172,130.31,-0.205,-0.1351,-0.1972,-0.2216,0.1427,31.513709715,0.452878570922,0.482811547086,0.654302804518,0.516828250002,0.530684190456
173,133.41,-0.1821,-0.2762,-0.2565,-0.1687,0.1974,42.4956691911,0.433661838303,0.439631163591,0.602442320891,0.560873702361,0.510144332518
174,130.63,-0.2289,-0.2952,-0.3126,-0.0676,0.1056,31.4778191748,0.425962193158,0.428654826171,0.512807215238,0.523077661538,0.541304572307
175,124.64,-0.2467,-0.3045,-0.276,-0.0656,0.0569,28.0989394818,0.4088057118,0.409752059177,0.535425064785,0.489320590206,0.575135975227
176,125.55,-0.2559,-0.2978,-0.3086,-0.1013,0.0248,28.1316103343,0.419361645838,0.411663892028,0.537162954791,0.505823398035,0.571640586383
177,131.4,-0.2454,-0.2577,-0.2086,-0.0809,0.0377,29.7304557651,0.422228421592,0.42937362518,0.563508686712,0.482976386586,0.580075607141
178,135.87,-0.2086,-0.2011,-0.2404,-0.1762,-0.0364,33.2973437379,0.458203055424,0.436520091176,0.560287283454,0.491958900722,0.533849267116
179,134.76,-0.2527,-0.1881,-0.2238,-0.187,-0.1021,31.9503114226,0.421124340308,0.466854784703,0.552580817619,0.47393564964,0.505881992168
180,134.31,-0.2396,-0.2092,-0.0936,-0.2034,-0.0597,34.4092124292,0.468548652757,0.464372006047,0.599020066442,0.499652319118,0.49970482287
181,141.23,-0.2515,-0.1281,-0.0564,-0.2136,-0.1249,32.7346467829,0.456765530661,0.466025095891,0.608425048794,0.503927613849,0.459781458956
182,140.15,-0.237,-0.1629,-0.0641,-0.199,-0.1651,33.4563521622,0.508349289367,0.503512254071,0.583640462956,0.505461175561,0.48117251584
183,138.89,-0.2083,-0.2418,0.0483,-0.2036,-0.0597,32.3950289396,0.550886658034,0.480223656227,0.591677369856,0.513383910928,0.465943032999
184,132.87,-0.3373,-0.2542,0.0643,-0.1662,-0.0432,29.2911778527,0.465041621793,0.490436907257,0.62314565713,0.521671889218,0.523852803753
185,131.01,-0.397,-0.175,0.0031,-0.1658,-0.0532,30.9132641434,0.389647276392,0.546257265398,0.609833903616,0.550585470204,0.532563385899
186,134.66,-0.3627,-0.1203,0.0412,-0.1803,-0.0785,31.766088837,0.400064632278,0.530378082126,0.623471378653,0.52982724543,0.472739621779
187,132.59,-0.3307,-0.1407,0.1164,-0.2491,-0.109,33.5511832876,0.443024276987,0.509321617448,0.615552629756,0.546137519312,0.493743860721
188,131.0,-0.3189,-0.2394,0.2338,-0.1985,-0.1482,31.5778403315,0.42692831951,0.50340007946,0.597149529013,0.535024064879,0.482782311192
189,136.78,-0.2464,-0.256,0.2063,-0.1395,-0.1478,31.2907590192,0.502747491292,0.497427381635,0.605021743411,0.55411799285,0.471963091777
190,131.87,-0.107,-0.3604,0.1014,-0.2432,-0.0611,29.7941789617,0.525924899582,0.477654519501,0.648754221566,0.557043768478,0.481412286923
191,129.2,-0.1082,-0.3736,-0.0048,-0.3427,-0.0793,35.8856517288,0.546083107228,0.481602574744,0.659224514107,0.517112860022,0.511621451857
192,128.76,-0.1054,-0.3821,-0.014,-0.3069,-0.0843,30.8989061295,0.544566653404,0.432211279353,0.656483053856,0.542370159577,0.524288575119
193,131.11,-0.08,-0.4035,0.0048,-0.2684,-0.071,39.6012360918,0.533857658932,0.448139208282,0.639060998653,0.520818048842,0.512069331243
194,130.71,-0.03,-0.4212,-0.0288,-0.2883,-0.0731,38.6433163691,0.534316385674,0.481346611082,0.654296996784,0.488767951077,0.495525367665
195,139.32,-0.0278,-0.3854,-0.0523,-0.2479,-0.0311,30.2499190082,0.538320685094,0.550162557795,0.660461739997,0.522923120545,0.474113688898
196,152.4,-0.0285,-0.3233,-0.018,-0.1236,0.0315,51.719628769,0.47454478187,0.574069777989,0.672215739179,0.527227692748,0.491362137328
197,143.92,0.0013,-0.3712,-0.0051,-0.1324,-0.073,37.7098607794,0.499855289059,0.555374252194,0.65555243116,0.517326048059,0.490096929189
198,133.96,-0.0085,-0.4639,-0.0063,-0.1679,-0.0992,34.8335814983,0.494532860384,0.515361804949,0.645517861875,0.527075506925,0.491077753518
199,133.01,-0.0564,-0.4128,-0.0661,-0.206,-0.107,28.4887679621,0.516922663461,0.507923380049,0.642714392246,0.515761572822,0.50074244877
200,135.47,-0.1014,-0.4486,-0.0267,-0.1718,-0.0355,35.6447625886,0.54233572628,0.495637004268,0.614101058459,0.587551495615,0.525218763945
201,133.43,-0.126,-0.4047,-0.0943,-0.115,-0.089,30.2738352377,0.546697356862,0.531854218748,0.586960399005,0.577933387165,0.541827463313
202,142.08,-0.119,-0.2847,-0.1514,-0.1879,-0.0219,37.0452911987,0.534687759351,0.556225592723,0.549041018504,0.547538665301,0.539573340705
203,149.57,-0.0761,-0.351,-0.0822,-0.1551,-0.0138,46.3748326143,0.570283955587,0.594174216876,0.512038240759,0.550553348914,0.535962274792
204,140.2,-0.0647,-0.3697,-0.0479,-0.2162,-0.0587,35.5910101009,0.625975167239,0.53694963451,0.496032851735,0.574562059311,0.558798094127
205,133.57,-0.1462,-0.3095,-0.0174,-0.306,-0.0977,29.424566267,0.604549055082,0.537023975256,0.516059337673,0.565452031564,0.565745269534
206,130.01,-0.1433,-0.3267,0.0235,-0.4315,-0.1218,29.0294660647,0.61004599007,0.591761869336,0.48866629718,0.520633028149,0.572198182451
207,121.46,-0.1172,-0.4368,0.0042,-0.453,-0.0701,23.4339155926,0.600068462761,0.558302570297,0.473474772295,0.52875230496,0.630792350937
208,118.85,-0.2331,-0.4539,0.0016,-0.4517,-0.0441,29.2394852896,0.529989990472,0.566179997881,0.484771533818,0.579337647663,0.651829878112
209,129.64,-0.2324,-0.3372,0.0923,-0.4469,0.0465,32.6295939294,0.515340896883,0.631289283926,0.480828150174,0.591167818813,0.620742096204
210,134.47,-0.1135,-0.345,-0.0204,-0.5359,0.1545,33.6753485505,0.502488557084,0.605360223338,0.523992213683,0.535656783771,0.622559836482
211,135.12,-0.0748,-0.4073,-0.0115,-0.4401,0.1157,35.6034492711,0.493958459792,0.571042651647,0.501919067181,0.579773222907,0.614807701643
212,133.91,-0.0732,-0.4582,0.0111,-0.4557,0.0887,30.5178947505,0.50260696374,0.598483717406,0.462356777824,0.569798657422,0.608530451169
213,132.66,-0.0933,-0.4084,0.0254,-0.499,0.0418,28.4616303117,0.526828349655,0.618489644214,0.452491812081,0.48971522337,0.604692285382
214,130.93,-0.1499,-0.3456,0.0658,-0.4745,0.0043,30.8231260582,0.518859316193,0.604475508189,0.457358021685,0.47769524804,0.600267032245
215,137.22,-0.0353,-0.2518,0.0109,-0.5799,0.0665,27.7115788074,0.556924510145,0.631430724625,0.462478313005,0.38967036069,0.6119859067
216,128.56,-0.0889,-0.3551,-0.0018,-0.5087,0.0966,25.7314282542,0.582125235667,0.625183964926,0.465807642702,0.450882811826,0.592098336427
217,134.72,-0.2136,-0.2113,0.0394,-0.4534,0.0458,26.8704596165,0.547968101261,0.640010398353,0.491963047393,0.481826151221,0.5902375454
218,132.33,-0.3202,-0.271,0.078,-0.3957,0.1273,30.8668284733,0.522147450439,0.629516481119,0.48204149199,0.582934395966,0.579989405076
219,137.25,-0.327,-0.2604,0.0844,-0.3553,0.2099,40.0672871555,0.578270697857,0.593061413346,0.438066935525,0.559972240383,0.602968481763
220,131.91,-0.3334,-0.2532,0.067,-0.3805,0.1126,27.1135003273,0.570030209726,0.596117236792,0.459272250414,0.546809610376,0.595247209149
221,138.01,-0.3615,-0.2777,0.0696,-0.2378,0.1371,37.7916644248,0.531140988816,0.558046333202,0.45482286662,0.61939741685,0.553839859526
222,131.22,-0.442,-0.3331,0.0452,-0.1929,0.1778,30.5485122387,0.507812957692,0.522908586657,0.440702802351,0.661175158336,0.570625236035
223,133.85,-0.4368,-0.2635,0.0578,-0.2129,0.1169,34.8784675695,0.47067797909,0.533181723243,0.454872685485,0.595992105652,0.603646742723
224,139.18,-0.3222,-0.322,-0.0069,-0.1807,0.166,37.3947536427,0.532369383042,0.480930348387,0.450940561493,0.625305133515,0.582393337874
225,129.05,-0.3151,-0.3009,-0.0178,-0.2956,0.0983,28.3899189854,0.497862420755,0.496302518632,0.440187641807,0.589836112831,0.623740418764
226,139.97,-0.2588,-0.2065,-0.0475,-0.3166,0.0306,36.1567296641,0.539001447122,0.519700634981,0.40842716609,0.558845631637,0.622848007141
227,126.93,-0.3194,-0.2184,-0.0808,-0.3627,-0.0226,30.0623535339,0.513622078965,0.476096040731,0.445635905196,0.538031328084,0.634882067789
228,132.03,-0.3147,-0.2457,-0.1198,-0.3096,-0.0655,33.5575490762,0.516471596508,0.490316744564,0.442547127434,0.589604816805,0.645064919214
229,132.41,-0.3724,-0.2034,-0.1731,-0.279,-0.0904,37.5412026978,0.498012289005,0.533162676863,0.429163593517,0.577420990266,0.649097712213
230,124.77,-0.373,-0.292,-0.1738,-0.3246,-0.0281,28.9232968384,0.437537426971,0.506718856961,0.457885968337,0.60042221811,0.648042737788
231,124.47,-0.3945,-0.3269,-0.2019,-0.2789,0.1351,30.5834775655,0.47240316468,0.461284500065,0.45456505585,0.584795511269,0.580500637381
232,128.0,-0.2878,-0.2617,-0.1931,-0.3207,-0.027,30.6913668643,0.548229112689,0.54822815506,0.439000444191,0.524059643552,0.563367553201
233,127.16,-0.3668,-0.2494,-0.1412,-0.2337,0.0426,35.87470418,0.478568448605,0.561885789107,0.45779969419,0.551745693232,0.574330253426
234,128.63,-0.364,-0.2819,-0.1915,-0.2394,0.05,42.2321335005,0.468313997228,0.553567872984,0.474770207574,0.550165102492,0.552083327044
235,116.74,-0.3768,-0.3269,-0.1204,-0.2867,-0.1249,22.7220685678,0.49335561211,0.527711464723,0.482391790975,0.473421704192,0.532027245543
236,132.31,-0.2593,-0.2333,-0.2279,-0.3244,-0.0907,32.5031367717,0.573808774767,0.527496075815,0.499095772372,0.483725790092,0.501562069938
237,127.8,-0.2768,-0.2772,-0.2634,-0.2944,-0.125,30.7502845515,0.582236859019,0.438581987774,0.445542859891,0.526547851577,0.482438597129
238,125.55,-0.2441,-0.3325,-0.2354,-0.2475,-0.0559,32.0653629326,0.566914623202,0.483063919166,0.477791628223,0.525199723915,0.498469848637
239,131.83,-0.2648,-0.3384,-0.2125,-0.1385,-0.0925,40.3923396203,0.535972909763,0.533772835577,0.479458809493,0.503548160557,0.47991535712
240,122.21,-0.3661,-0.3612,-0.2001,-0.0888,-0.069,25.3883024245,0.495939300721,0.525827500232,0.462615380203,0.512510058438,0.469769092214
241,126.74,-0.2985,-0.371,-0.1898,-0.0873,-0.0483,29.4851216718,0.524864506325,0.512340706952,0.496203546944,0.489850701745,0.47834308817
242,129.86,-0.2033,-0.4208,-0.0145,-0.0626,-0.0998,30.0945244189,0.564420153786,0.50758975561,0.529003544412,0.447903159176,0.540464577933
243,130.63,-0.2191,-0.3722,-0.0449,-0.0784,-0.1033,30.174378204,0.565277091345,0.487771626891,0.552493429825,0.448356376112,0.544145302286
244,131.87,-0.2181,-0.3193,-0.0905,-0.1165,-0.0909,33.8548829565,0.561552660042,0.534391719621,0.567519823442,0.423585587574,0.571767601391
245,138.14,-0.1736,-0.3161,0.0398,-0.1697,-0.0824,36.2259630652,0.585140188331,0.554238026483,0.562604621382,0.434514568225,0.556792816046
246,135.4,-0.2063,-0.3182,0.0155,-0.1352,-0.0225,42.3147728341,0.59338125181,0.544004374982,0.568790602946,0.476423089281,0.531816462701
247,129.68,-0.1469,-0.447,-0.008,-0.1027,0.0279,33.8564262733,0.609261347863,0.515657832288,0.550050906735,0.4971556195,0.571619270144
248,128.41,-0.1604,-0.4778,-0.0472,-0.0753,-0.0238,30.709964181,0.592452394712,0.529676467289,0.562174492484,0.563402973013,0.578165685595
249,130.5,-0.2926,-0.4873,-0.0531,-0.079,-0.0914,36.6457364505,0.550450034063,0.560354985701,0.565210925231,0.555727451184,0.604904984274
250,139.26,-0.2591,-0.3441,-0.0241,-0.1296,-0.0395,39.1452730224,0.540523995767,0.630350846751,0.573287179344,0.514853221802,0.570880679302
251,133.56,-0.2706,-0.4066,0.1198,-0.1196,-0.0186,37.6564257465,0.567948624437,0.595617696178,0.545255866543,0.518078990116,0.588287378753
252,136.47,-0.2491,-0.3791,0.0775,-0.0365,0.0531,32.6504073481,0.58095971461,0.539244091298,0.546961378893,0.485739384856,0.607171631419
253,135.97,-0.2294,-0.3672,0.0889,-0.0099,0.0153,32.2718003836,0.563288238826,0.47728624535,0.503578980896,0.515828450165,0.61215105162
254,137.54,-0.2137,-0.283,0.0258,-0.0596,0.0653,40.5434137685,0.533568467959,0.518068528286,0.482440006633,0.48788096909,0.587798358283
255,126.77,-0.2605,-0.3083,-0.0874,-0.1647,0.1332,28.3995968281,0.49644813425,0.506102865038,0.495805647406,0.447657134423,0.53230795598
256,135.37,-0.2114,-0.2448,-0.1174,-0.1073,0.2694,32.1880894121,0.569431330364,0.547646747457,0.541063064716,0.431126095244,0.523820236341
257,147.37,-0.27,-0.1449,-0.1477,-0.0755,0.3373,45.0314678864,0.564901761371,0.528663399528,0.502960942818,0.494688538375,0.495598335348
258,145.19,-0.2024,-0.1427,-0.1116,-0.0648,0.3672,41.3670629849,0.509964939971,0.522038035013,0.486386101775,0.471053033108,0.431687572209
259,138.16,-0.2509,-0.2353,-0.0856,-0.0991,0.3225,35.5228715056,0.462372349952,0.49915219122,0.487840793702,0.414516815099,0.42404333505
260,125.41,-0.3749,-0.1537,-0.1866,-0.1919,0.2943,27.9478424928,0.449331714883,0.508530539889,0.529409520126,0.388992789136,0.445675341476
261,132.05,-0.331,-0.2115,-0.2126,-0.1325,0.2565,32.4032020023,0.424505594781,0.525549950052,0.506684556702,0.421609712886,0.473610335614
262,126.57,-0.3482,-0.1816,-0.1821,-0.1086,0.1983,42.1965057795,0.441534551309,0.538705336896,0.475283694229,0.3857305277,0.512189525469
263,126.19,-0.3282,-0.1513,-0.1726,-0.1849,0.1084,30.8050953577,0.451969866252,0.492393450403,0.433934603368,0.434919521291,0.522248446623
264,131.32,-0.2872,-0.1349,-0.2147,-0.1871,0.1349,28.6314093261,0.506975502367,0.501793772381,0.450711559648,0.439918844788,0.496236828541
265,127.63,-0.3737,-0.1649,-0.1168,-0.1806,0.1444,32.1040978693,0.502483143996,0.44098411536,0.475869477903,0.513840091857,0.498058872022
266,134.12,-0.3322,-0.1478,-0.1676,-0.0907,0.0321,30.4671232643,0.513559305241,0.48931090321,0.50594094517,0.519249949446,0.556059879869
267,137.1,-0.3734,-0.0775,-0.1152,-0.0784,-0.0281,30.4501231525,0.521797316973,0.507691589452,0.516196629202,0.504576495687,0.561842851694
268,131.13,-0.4006,-0.1034,0.0097,-0.1353,0.0222,32.2160379314,0.490858065025,0.476319682566,0.576748567402,0.49469678592,0.572228241177
269,149.32,-0.3091,-0.0464,-0.0416,-0.1142,0.0233,39.8539533798,0.582946129587,0.479580066308,0.529618202104,0.538786005757,0.567545689791
270,150.48,-0.3321,0.0308,0.0148,-0.0252,-0.06,38.6516442082,0.561022807023,0.503820761779,0.525437874539,0.52121872568,0.599608205414
271,153.72,-0.2468,0.0354,0.0427,-0.1048,-0.0681,42.2812204176,0.577908089578,0.531556996003,0.550957085443,0.495415946453,0.539515884845
272,153.97,-0.1966,0.0067,0.043,-0.1206,0.0022,36.0165114913,0.557162848726,0.532214345917,0.578638920226,0.469371537271,0.548094116006
273,160.89,-0.2674,0.0638,0.0486,-0.1371,0.0734,42.5431298802,0.561727015551,0.488828763474,0.51428984046,0.472430513409,0.569491387117
274,151.13,-0.3369,0.1355,0.0107,-0.2088,0.0414,38.5693284878,0.509781708185,0.454289280085,0.517484792047,0.415406499708,0.526473209195
275,135.92,-0.3424,0.014,0.0227,-0.2844,0.0745,32.6642556933,0.534346554214,0.41399275356,0.487507651222,0.446469080676,0.567287184766
276,133.5,-0.3266,-0.0518,0.0198,-0.3377,0.0878,31.4911098566,0.570994255663,0.396245832786,0.511843687076,0.459436295911,0.545046016406
277,136.4,-0.289,-0.0755,-0.018,-0.306,0.1757,31.5417184059,0.564160438173,0.393818168702,0.511871077519,0.453768663528,0.565013725497
278,131.81,-0.3245,-0.1227,-0.0598,-0.223,0.1256,30.2782743894,0.537584179455,0.432307425335,0.539089936838,0.448143950087,0.582308028452
279,131.11,-0.3765,-0.2342,-0.0126,-0.1219,0.0755,34.2645283055,0.515011407641,0.406389419154,0.529412164575,0.492809689434,0.621205883745
280,122.35,-0.3576,-0.2689,-0.115,-0.2463,0.1005,30.9119313534,0.496576519783,0.393763621987,0.577097045565,0.46214208854,0.627734617494
281,121.84,-0.3675,-0.242,-0.1442,-0.3062,0.0541,23.392614219,0.532553049001,0.371970428932,0.568563417747,0.428804804078,0.611311859856
282,130.07,-0.3105,-0.1652,-0.0547,-0.3134,0.0051,29.6608344454,0.551489573791,0.432264918771,0.592348638894,0.482004605787,0.631267764106
283,135.35,-0.3494,-0.1225,-0.0586,-0.3035,-0.0133,31.5316904082,0.58204436257,0.453043872048,0.569387425221,0.447900379549,0.608629698585
284,132.35,-0.4254,-0.0935,-0.0581,-0.274,0.0027,30.9807601585,0.556807722648,0.468737399831,0.600737371902,0.506734644563,0.593918942281
285,129.16,-0.3826,-0.0963,0.013,-0.3116,-0.0413,28.3995492922,0.5429615456,0.457190671383,0.615476238372,0.505819572575,0.597171089387
286,129.35,-0.4066,-0.1448,-0.0092,-0.2722,-0.0543,26.2176944066,0.5314794822,0.471933215614,0.577196119183,0.508075939206,0.577309717569
287,124.91,-0.4677,-0.1907,0.0765,-0.293,-0.0498,30.7340511485,0.467336827139,0.469877122235,0.539598693475,0.46166329722,0.566603882796
288,126.33,-0.4666,-0.2058,0.0555,-0.1801,-0.1155,27.8205158112,0.493897195781,0.467615611373,0.587292729395,0.532744770035,0.591018400729
289,130.28,-0.4418,-0.1067,0.1243,-0.2324,-0.0856,22.8092437402,0.530455238451,0.510425420605,0.55308815753,0.51664324248,0.55697633702
290,130.83,-0.4768,-0.091,0.0888,-0.2275,-0.0988,33.00334983,0.517930265576,0.503872007557,0.582416139886,0.542509677333,0.556365491381
291,132.22,-0.4937,-0.1477,0.1126,-0.211,-0.0505,28.6850413979,0.499106511679,0.541194706183,0.503216891608,0.515366859625,0.511924554988
292,127.98,-0.5298,-0.1729,0.1433,-0.1849,0.0139,31.9393112011,0.435125223355,0.493011754424,0.475352616486,0.487190917403,0.542951001473
293,127.22,-0.4839,-0.2351,0.0903,-0.2066,-0.0596,44.2751804062,0.470123164713,0.500440795699,0.477316362594,0.490960731627,0.571510139893
294,118.96,-0.4688,-0.2963,0.1422,-0.2787,-0.0835,19.8624872561,0.496983460489,0.467323560288,0.485733630707,0.494478826645,0.58490576164
295,125.52,-0.4237,-0.2549,0.122,-0.2198,-0.1568,28.5991188675,0.496227075037,0.50900195481,0.516792027802,0.429066381811,0.56272174296
296,127.27,-0.4299,-0.2491,0.0858,-0.2019,-0.2342,28.0548944037,0.487396132525,0.491605726167,0.515469067937,0.456435526663,0.546196265092
297,131.85,-0.5028,-0.2613,0.1806,-0.0895,-0.2557,35.0743139634,0.458639466248,0.479782565336,0.51202503845,0.46486422749,0.584599444064
298,124.53,-0.4316,-0.2712,0.0018,-0.2299,-0.276,26.8579429592,0.524155930998,0.494520535468,0.546040987473,0.456748278596,0.562590437174
299,120.43,-0.4643,-0.206,0.0007,-0.3293,-0.2055,24.8113905294,0.47765312728,0.512794305741,0.544325738873,0.469291497899,0.55082007044
300,122.49,-0.4485,-0.1576,0.0369,-0.2623,-0.1605,25.5747903217,0.522929010478,0.525048797732,0.562703643137,0.481978951823,0.56728013362
301,122.94,-0.4891,-0.0983,0.0708,-0.2963,-0.0612,31.901667668,0.457711907208,0.546682823948,0.5811242208,0.435744546724,0.563871049088
302,126.67,-0.4352,-0.0163,-0.0815,-0.2987,-0.039,35.0981637696,0.452502994465,0.559749327825,0.600846694257,0.449011480922,0.586546673335
303,128.02,-0.4044,-0.0858,-0.0813,-0.2386,0.0567,31.0695928522,0.459045357236,0.523960265669,0.582423651649,0.464023749392,0.576642098706
304,125.79,-0.39,-0.0931,-0.1211,-0.2602,0.042,24.1678691655,0.487095473188,0.543399843577,0.555116014901,0.476310780898,0.565220311029
305,137.96,-0.2956,-0.1024,-0.1646,-0.2348,0.0123,36.2435980554,0.560379014596,0.570075644103,0.5517724531,0.479830136611,0.545270309113
306,143.98,-0.2757,-0.0732,-0.1777,-0.1815,0.1572,35.9897151975,0.576723946096,0.545543545466,0.534334829484,0.531464721313,0.546155801947
307,145.98,-0.2068,-0.0839,-0.1972,-0.1955,0.0686,40.4759138254,0.595749746118,0.544010836289,0.512322320419,0.50604224132,0.568239421371
308,143.85,-0.224,-0.1124,-0.2522,-0.2212,-0.0303,38.9500641848,0.594646113247,0.562620867014,0.571812171959,0.508061571072,0.630246705664
309,130.06,-0.2801,-0.1839,-0.2091,-0.3324,-0.1079,29.9345352394,0.565442295906,0.587290209351,0.609307959902,0.435702008258,0.654627061769
310,129.15,-0.3671,-0.2475,-0.1755,-0.2981,-0.1299,28.6113176907,0.547892863615,0.579826482665,0.603947638459,0.466659822569,0.650714215305
311,125.28,-0.3507,-0.2906,-0.1989,-0.2965,-0.157,29.1894090382,0.548626020163,0.554046604538,0.625811305427,0.46807130867,0.641360273169
312,127.2,-0.2981,-0.3699,-0.1233,-0.192,-0.1972,30.5181912963,0.552021186188,0.508744523312,0.574783533167,0.523320169686,0.617608419632
313,134.16,-0.2892,-0.2813,-0.1908,-0.178,-0.2475,37.260628014,0.543363009415,0.555131795162,0.586207608275,0.545864452039,0.604599660933
314,128.03,-0.2445,-0.3147,-0.1754,-0.1653,-0.2114,27.1364901931,0.551253798173,0.527676899248,0.599111709116,0.53938011643,0.60942271044
315,120.84,-0.3037,-0.2454,-0.0396,-0.2424,-0.2516,29.2748082829,0.515766720524,0.510512330899,0.634857338305,0.464670033465,0.581119127202
316,127.87,-0.292,-0.2087,-0.1325,-0.2115,-0.1721,28.0612383903,0.481819468266,0.525744529215,0.599795590181,0.480818832826,0.567119555297
317,125.08,-0.3351,-0.2567,-0.2158,-0.2081,-0.1252,27.6577945614,0.456623466326,0.517913226323,0.58794248018,0.47443164945,0.522984665167
318,128.08,-0.3346,-0.2361,-0.1258,-0.2065,-0.0216,36.0018555077,0.444158575286,0.532106934742,0.615012487678,0.490622818466,0.474575009877
319,116.83,-0.4439,-0.2798,-0.0913,-0.2651,-0.0206,24.291173294,0.441130128193,0.50248976109,0.495046775568,0.447936368249,0.471047386151
320,129.25,-0.4514,-0.2617,-0.0896,-0.2451,-0.0301,32.0313518291,0.449848907968,0.534542898185,0.479240899757,0.486305449281,0.444505331802
321,120.54,-0.4636,-0.4156,-0.0751,-0.1746,-0.0229,32.0896930493,0.421951466403,0.494975393328,0.513679851659,0.571118936825,0.453087839166
322,128.12,-0.3184,-0.393,-0.0952,-0.1544,-0.0343,28.2928542215,0.495329627622,0.477729002678,0.557310470025,0.601566820894,0.466875261713
323,133.4,-0.3508,-0.3594,-0.1265,-0.0711,0.0625,39.1134248053,0.485503202873,0.475757963675,0.560600347841,0.633141208578,0.51320439398
324,139.44,-0.3093,-0.2659,-0.1592,-0.0518,0.038,41.6894039295,0.524624160709,0.505442568449,0.59379572245,0.624111175994,0.497622346765
325,132.66,-0.291,-0.2334,-0.1854,-0.1607,0.0336,38.108849366,0.478446444234,0.495165063388,0.544182726664,0.600926376522,0.472752620299
326,138.87,-0.2426,-0.2685,-0.1203,-0.1318,0.0387,45.249675137,0.510894548806,0.496488418797,0.560521997784,0.637064172592,0.44804163869
327,129.92,-0.2486,-0.3367,-0.1546,-0.1296,0.0144,31.3173051203,0.456745049234,0.501936360508,0.582395776084,0.576846461374,0.502229668578
328,133.4,-0.3202,-0.3562,-0.1414,-0.1148,-0.0466,35.6320080826,0.419418597585,0.509966234176,0.584770074474,0.572042795602,0.470653205662
329,128.61,-0.3672,-0.3678,0.0336,-0.1674,-0.048,36.8550932708,0.401006433864,0.4900379169,0.589010220624,0.581363259933,0.431953701223
330,134.61,-0.2922,-0.299,0.0079,-0.2969,-0.1103,36.1883669154,0.433286464132,0.525582533956,0.614667869666,0.552010316933,0.471235514366
331,127.88,-0.3451,-0.2572,-0.0322,-0.2839,-0.1475,35.1864405702,0.439321055721,0.544194965063,0.639369345527,0.520985402867,0.483395024799
